Channel ID,Channel Name,Subscriber Count,Average Views per Video,Engagement Rate,Total Score,Sentiment Score,Positive,Neutral,Negative,Sentiment Weighted Engagement
UC4xKdmAXFh4ACyhpiQ_3qBw,TechLead,1460000,723885.6216216217,0.0311536823347633,217165.7739854594,0.9996750000000001,0.250125,0.662375,0.087375,0.007792314793982669
UCr6JcgG9eskEzL-k6TtL9EQ,ZONEofTECH,1580000,262989.22,0.0226506622590842,78896.8404602649,0.994625,0.218,0.6873750000000001,0.09475,0.004937844372480356
UCzLaQ6eeTVuAltzTrN7fzyg,The YouTube Tech Guy,409000,62719.22,0.0190515762153929,18815.841045630485,0.9857,0.22474999999999998,0.684125,0.091125,0.004281841754409554
UCu4hdd30_lYnx4AD-kUyRAg,TeckTutor Start L(e)arning,115000,6165.24,0.0612563338977882,1849.733302533559,0.99685,0.45599999999999996,0.532,0.012125,0.027932888257391417
UCMUNHqVoOleBzcLP8AA1riA,Adarsh TechLover,358000,28997.76,0.0489837835750071,8699.38351851343,0.8797625,0.11975,0.835125,0.045625,0.0058658080831071
UCBJycsmduvYEL83R_U4JriQ,Marques Brownlee,19600000,5535694.42,0.0373093173737722,1660708.4054987268,0.9979875,0.21525,0.687125,0.09775,0.008030830564704466
UCvHdYD2Qchr9RFJTgIPIuDw,Generation Tech,855000,120476.38,0.0581538057501395,36142.9893865223,-0.4856375,0.17375,0.644,0.18225,0.010104223749086738
UCggXQcy57bwxUeZI1LB8DCw,Tech Is The New Black,148000,1086.92,0.0739888860265705,326.18517055441066,0.9995375,0.26525,0.6637500000000001,0.070875,0.019625552018547824
UCSUf5_EPEfl4zlBKZHkZdmw,Danny Gonzalez,6790000,6937835.14,0.0416234422082275,2081350.6106493769,0.7361444444444445,0.17333333333333334,0.6937777777777777,0.13277777777777777,0.007214729982759434
UCsBjURrPoezykLs9EqgamOA,Fireship,3410000,970653.62,0.0495451096138702,291196.16154304385,0.48312499999999997,0.18575,0.695625,0.11825000000000001,0.00920300411077639
UCClfFsWcT3N2I7VTXXyt84A,Salem Techsperts,1520000,1018542.52,0.0768560354259928,305562.84891741414,0.8974875,0.20725,0.668875,0.123875,0.015928413342037005
UCMiJRAwDNSNzuYeN2uWa0pA,Mrwhosetheboss,20000000,16485855.92,0.0456645880961939,4945756.8591783345,0.7470125,0.216375,0.66925,0.114,0.009880675249313955
UCzqlzMvlYyWVxFcNMZYzE0g,Consumer Tech Review,211000,21997.66,0.0252363205904628,6599.383319528236,0.9992625,0.25075000000000003,0.684625,0.06475,0.006328007388058548
UCW6J17hZ_Vgr6cQgd_kHt5A,MobileTechReview,953000,125304.74,0.0260700433199893,37591.50688801733,0.9861000000000001,0.24820000000000003,0.6735,0.07830000000000001,0.006470584752021345
UCa8g_5cRhATCMNMI7xlLJzQ,Sulit Tech Reviews,780000,60757.0,0.0232065441019141,18227.143182617638,-0.6499,0.113,0.775,0.112,0.0026223394835162934
UC-v54XQalOcx5yco3aTixrg,Chigz Tech Reviews,463000,150449.64,0.0547040192319503,45134.99945660769,0.9990375,0.28525,0.652875,0.0615,0.015604321485913822
UCBKhdILeDie8iLkap216g7g,In Depth Tech Reviews,168000,60792.84,0.0376922677078419,18237.930243573748,0.9918,0.21055555555555555,0.6898888888888889,0.09933333333333333,0.007936316367373377
UCmsLliAW8DRsCMY-DU9-vAA,Jeffrey Bowens,113000,14773.6,0.0219648562300319,4432.147449578855,0.6176272727272727,0.19554545454545452,0.7251818181818181,0.07909090909090909,0.004295127795527147
UC9kGAFMDzda_bHkfrYcKmtQ,Trendy Tech Review Show,3990000,8405.74,0.0206811060061339,2521.7876474424024,0.973,0.19125,0.742,0.06675,0.003955261523673108
UC8p5jRXm-dACHhbsbzyI6aQ,New Gadgets USA,1450000,6809.4,0.0001380444679413,2042.903215217787,0.9946400000000001,0.2772,0.6940000000000001,0.028599999999999997,3.826592651332836e-05
UC5fno9H5sK97fLg7RTdZpJg,Guns & Gadgets 2nd Amendment News,727000,90759.86,0.1587049605409263,27228.068769484216,-0.48748749999999996,0.15762500000000002,0.655875,0.1865,0.025015869405263513
UCxdIhjg5Dv3hMRCnYkz6-Ew,Gadget Zone,1750000,7845.32,0.0219621379370121,2353.6770098551747,0.9919875,0.24075000000000002,0.7136250000000001,0.045625,0.005287384708335664
UCpF_oqDZhRaRU04Igka17LQ,New Tech Gadget,1760000,13434.52,0.0178272093085573,4030.363130883723,,,,,
UCq5fpn9Vtwd0YhNvgsozXCQ,Unismart Gadgets,170000,65377.94,0.0151742315527225,19613.432244692623,0.839225,0.14725,0.81025,0.042624999999999996,0.002234405596138388
UCK10ThBZnabhP3TQXc6XyIw,Future Tech Gadgets,171000,3874.66,0.0163111085875922,1162.4045244434349,,,,,
UCNDy4lRk4FIfufXtP5PaNQQ,New Gadgets Utensils,2210000,60566.56,0.0054462396411485,18170.071953495855,0.9925875,0.33925,0.6351249999999999,0.025750000000000002,0.0018476367982596287
UCiqV1u9uguNNSAmEwMQ8T1A,Gadgets Compare,302000,24497.44,0.0093283216532013,7349.28691882866,0.9850875,0.170625,0.755,0.074375,0.0015916448820774717
UCzFMf_-C5PsooDhLt4ujGMA,Ultimate Gadgets,277000,161468.34,0.0241294361482876,48440.6094946316,0.9985571428571428,0.3261428571428571,0.6552857142857142,0.018571428571428572,0.007869643246648655
UCK-H1e0S8jg-8qoqQ5N8jvw,Explore Gadgets,531000,8585.94,0.0185139891497028,2575.8804722623267,0.9989555555555556,0.3035555555555556,0.6276666666666667,0.06877777777777777,0.0056200242618875615
UCUuh2FAXecgF2cxXvgENqVw,Gadget Gig,357000,51497.32,0.0279890293320118,15449.258458111733,0.6248125,0.170875,0.750875,0.078125,0.004782625387107516
UCYGiWMEIKXL2EhIfPSUSmvg,ben's gadget reviews,257000,72456.82,0.0342711700568697,21737.135120968025,0.99865,0.251375,0.66125,0.08725,0.008614915373045621
UCHbcbgxdWJittda3pg0QK5g,China-Gadgets.de,196000,33234.14,0.0214502315991928,9970.25058009264,,,,,
UCRV1icoIb9h9dsM97_Wx33w,Smart Gadgets Hub,222000,7643.42,0.0511838941206946,2293.112623557648,0.9935,0.2205,0.74775,0.03175,0.01128604865361316
UC3SdeibuuvF-ganJesKyDVQ,Gauging Gadgets,459000,7357.1,0.0115453099726794,2207.2231931239894,0.998625,0.29525,0.6268750000000001,0.078,0.0034087527694335934
UC01c0E7_TyzDVTVRB1uHpng,Eco Gadgets,397000,62927.6,0.0045932150598465,18878.369523000307,0.9909714285714285,0.2922857142857143,0.6528571428571429,0.05457142857142857,0.0013425311446351343
UCIJsf5YCQmi6gN_uEcAH0ng,KL Cool Gadgets,2210000,4582169.1,0.02571584274356,1374650.7402863367,,,,,
UCY4WJIEmfyI4H2u5PtTiwyg,Sports and Gadgets,596000,7964.1,0.0280659459323715,2389.298938878373,0.3480375,0.192375,0.6405,0.167,0.005399186348739968
UC-lOss13v6QhqkO9yfNVJEw,Jon Gadget,180000,177328.56,0.0299256927366917,53198.65080777709,0.9995625,0.236125,0.685875,0.078,0.007066204197451328
UC1oJWYYvOoFKxF5npN-OU3A,Tech Plus Gadgets,708000,596711.22,0.0491387106815253,179013.43205548424,0.5037166666666667,0.15466666666666667,0.7918333333333334,0.05333333333333332,0.007600120585409246
UCuqz7pQ9w_oDennTv_Xx-zg,Fox Gadget,129000,34614.54,0.0117118413244838,10384.36668473653,,,,,
UC907FKT3iYOOTSbLaTdLNhg,China Gadgets,431000,12553.56,0.0344141422831451,3766.081765656913,,,,,
